Date/Time,MAIN ZONE:RUN PERIOD 1:FLOOR ILLUMINANCE MAP at 0.30m Illuminance [lux] (Hourly), RefPt1=(0.70:3.24:0.30),,
 01/01 10:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
 03/21 14:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,2882,2882,2882,2882,2882
(-24.26;-11.27)=,31111,23971,23978,23844,2882
(-24.26;1.17)=,2882,23976,24185,24113,55452
(-24.26;13.62)=,2882,20811,23353,23906,28478
(-24.26;26.06)=,2882,2882,2882,2882,2882
 03/21 15:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,2404,2404,2404,2404,2404
(-24.26;-11.27)=,27227,20184,20224,20134,2404
(-24.26;1.17)=,2404,20189,20374,20319,49668
(-24.26;13.62)=,2404,17169,19583,20108,22183
(-24.26;26.06)=,2404,2404,2404,2404,2404
 03/21 16:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,1742,1742,1742,1742,1742
(-24.26;-11.27)=,20715,14753,14801,14761,1742
(-24.26;1.17)=,1742,14670,14901,14863,40210
(-24.26;13.62)=,1742,12160,14239,14680,14724
(-24.26;26.06)=,1742,1742,1742,1742,1742
 03/21 17:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,1018,1018,1018,1018,1018
(-24.26;-11.27)=,12563,8683,8718,8709,1018
(-24.26;1.17)=,1018,8674,8775,8756,26849
(-24.26;13.62)=,1018,7045,8356,8639,7839
(-24.26;26.06)=,1018,1018,1018,1018,1018
 03/21 18:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,376,376,376,376,376
(-24.26;-11.27)=,4730,3231,3238,3240,376
(-24.26;1.17)=,376,3226,3260,3252,11343
(-24.26;13.62)=,376,2617,3102,3211,2646
(-24.26;26.06)=,376,376,376,376,376
 03/21 19:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,29,29,29,29,29
(-24.26;-11.27)=,367,250,251,251,29
(-24.26;1.17)=,29,250,252,252,921
(-24.26;13.62)=,29,203,240,249,198
(-24.26;26.06)=,29,29,29,29,29
Date/Time,MAIN ZONE:RUN PERIOD 1:CENTROID ILLUMINANCE MAP at 2.14m Illuminance [lux] (Hourly), RefPt1=(0.70:3.24:0.30),,
 03/22 07:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,147,147,147,147,147
(-24.26;-11.27)=,1725,1248,1248,1250,147
(-24.26;1.17)=,147,1244,1258,1254,4564
(-24.26;13.62)=,147,1025,1201,1241,952
(-24.26;26.06)=,147,147,147,147,147
 03/22 08:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,600,600,600,600,600
(-24.26;-11.27)=,6547,5033,5031,5034,600
(-24.26;1.17)=,600,5019,5075,5059,16945
(-24.26;13.62)=,600,4192,4852,5012,3914
(-24.26;26.06)=,600,600,600,600,600
 03/22 09:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,1337,1337,1337,1337,1337
(-24.26;-11.27)=,13691,11037,11030,11007,1337
(-24.26;1.17)=,1337,11011,11134,11095,32872
(-24.26;13.62)=,1337,9386,10685,11006,9159
(-24.26;26.06)=,1337,1337,1337,1337,1337
 03/22 10:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,2083,2083,2083,2083,2083
(-24.26;-11.27)=,20636,17029,17011,16933,2083
(-24.26;1.17)=,2083,16998,17176,17106,45233
(-24.26;13.62)=,2083,14803,16571,16993,15385
(-24.26;26.06)=,2083,2083,2083,2083,2083
 03/22 11:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,2725,2725,2725,2725,2725
(-24.26;-11.27)=,26857,22228,22192,22064,2725
(-24.26;1.17)=,2725,22199,22407,22326,53651
(-24.26;13.62)=,2725,19666,21719,22187,22155
(-24.26;26.06)=,2725,2725,2725,2725,2725
 03/22 12:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,3076,3076,3076,3076,3076
(-24.26;-11.27)=,31063,25247,25197,25061,3076
(-24.26;1.17)=,3076,25229,25444,25354,57602
(-24.26;13.62)=,3076,22487,24709,25200,28386
(-24.26;26.06)=,3076,3076,3076,3076,3076
 03/22 13:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,3138,3138,3138,3138,3138
(-24.26;-11.27)=,32663,25978,25948,25819,3138
(-24.26;1.17)=,3138,25973,26178,26096,57855
(-24.26;13.62)=,3138,23076,25418,25924,32261
(-24.26;26.06)=,3138,3138,3138,3138,3138
 03/22 14:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,2913,2913,2913,2913,2913
(-24.26;-11.27)=,31530,24346,24358,24249,2913
(-24.26;1.17)=,2913,24350,24539,24474,54723
(-24.26;13.62)=,2913,21357,23770,24283,29863
(-24.26;26.06)=,2913,2913,2913,2913,2913
 03/22 15:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,2431,2431,2431,2431,2431
(-24.26;-11.27)=,27636,20527,20573,20499,2431
(-24.26;1.17)=,2431,20533,20703,20652,48355
(-24.26;13.62)=,2431,17613,19954,20451,22337
(-24.26;26.06)=,2431,2431,2431,2431,2431
 03/22 16:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,1756,1756,1756,1756,1756
(-24.26;-11.27)=,21016,14945,14998,14965,1756
(-24.26;1.17)=,1756,14934,15087,15050,39100
(-24.26;13.62)=,1756,12483,14435,14867,14796
(-24.26;26.06)=,1756,1756,1756,1756,1756
 03/22 17:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,1032,1032,1032,1032,1032
(-24.26;-11.27)=,12845,8814,8865,8854,1032
(-24.26;1.17)=,1032,8829,8917,8898,26368
(-24.26;13.62)=,1032,7130,8467,8773,8018
(-24.26;26.06)=,1032,1032,1032,1032,1032
 03/22 18:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,388,388,388,388,388
(-24.26;-11.27)=,4902,3337,3346,3348,388
(-24.26;1.17)=,388,3332,3368,3360,11394
(-24.26;13.62)=,388,2680,3196,3315,2743
(-24.26;26.06)=,388,388,388,388,388
 03/22 19:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,32,32,32,32,32
(-24.26;-11.27)=,406,276,277,277,32
(-24.26;1.17)=,32,275,278,278,989
(-24.26;13.62)=,32,222,264,274,219
(-24.26;26.06)=,32,32,32,32,32
Date/Time,MAIN ZONE:RUN PERIOD 1:CENTROID ILLUMINANCE MAP at 2.14m Illuminance [lux] (Hourly), RefPt1=(0.70:3.24:0.30),,
 03/23 07:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,173,173,173,173,173
(-24.26;-11.27)=,2036,1473,1474,1476,173
(-24.26;1.17)=,173,1469,1485,1481,5367
(-24.26;13.62)=,173,1208,1417,1465,1124
(-24.26;26.06)=,173,173,173,173,173
 03/23 08:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,638,638,638,638,638
(-24.26;-11.27)=,6937,5350,5347,5350,638
(-24.26;1.17)=,638,5334,5394,5377,17934
(-24.26;13.62)=,638,4456,5157,5327,4161
(-24.26;26.06)=,638,638,638,638,638
 03/23 09:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,1378,1378,1378,1378,1378
(-24.26;-11.27)=,14013,11357,11350,11323,1378
(-24.26;1.17)=,1378,11329,11456,11414,33727
(-24.26;13.62)=,1378,9666,10996,11326,9437
(-24.26;26.06)=,1378,1378,1378,1378,1378
 03/23 10:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,2173,2173,2173,2173,2173
(-24.26;-11.27)=,20933,17679,17665,17563,2173
(-24.26;1.17)=,2173,17642,17828,17742,46319
(-24.26;13.62)=,2173,15436,17218,17640,16016
(-24.26;26.06)=,2173,2173,2173,2173,2173
 03/23 11:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,2749,2749,2749,2749,2749
(-24.26;-11.27)=,27431,22474,22433,22311,2749
(-24.26;1.17)=,2749,22450,22663,22576,54382
(-24.26;13.62)=,2749,19824,21950,22437,22649
(-24.26;26.06)=,2749,2749,2749,2749,2749
 03/23 12:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,3120,3120,3120,3120,3120
(-24.26;-11.27)=,31758,25620,25565,25428,3120
(-24.26;1.17)=,3120,25608,25834,25736,58357
(-24.26;13.62)=,3120,22736,25067,25581,29548
(-24.26;26.06)=,3120,3120,3120,3120,3120
 03/23 13:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,3434,3434,3434,3434,3434
(-24.26;-11.27)=,34903,28308,28274,28109,3434
(-24.26;1.17)=,3434,28310,28528,28439,57203
(-24.26;13.62)=,3434,25366,27741,28257,36842
(-24.26;26.06)=,3434,3434,3434,3434,3434
 03/23 14:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,4327,4327,4327,4327,4327
(-24.26;-11.27)=,40528,35675,35695,35422,4327
(-24.26;1.17)=,4327,35676,35917,35828,50574
(-24.26;13.62)=,4327,32955,35099,35556,45744
(-24.26;26.06)=,4327,4327,4327,4327,4327
 03/23 15:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,4160,4160,4160,4160,4160
(-24.26;-11.27)=,38546,34738,34852,34624,4160
(-24.26;1.17)=,4160,34760,35011,34884,39811
(-24.26;13.62)=,4160,32123,34223,34553,32268
(-24.26;26.06)=,4160,4160,4160,4160,4160
 03/23 16:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,3137,3137,3137,3137,3137
(-24.26;-11.27)=,31065,26388,26595,26526,3137
(-24.26;1.17)=,3137,26209,26736,26530,35145
(-24.26;13.62)=,3137,24567,25953,26201,23731
(-24.26;26.06)=,3137,3137,3137,3137,3137
 03/23 17:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,1703,1703,1703,1703,1703
(-24.26;-11.27)=,18884,12619,14479,14375,1703
(-24.26;1.17)=,1703,15051,14602,14398,24151
(-24.26;13.62)=,1703,10904,13596,14153,14014
(-24.26;26.06)=,1703,1703,1703,1703,1703
 03/23 18:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,654,654,654,654,654
(-24.26;-11.27)=,8235,5177,5527,5567,654
(-24.26;1.17)=,654,5607,5763,5610,13433
(-24.26;13.62)=,654,3988,5134,5412,4989
(-24.26;26.06)=,654,654,654,654,654
 03/23 19:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,57,57,57,57,57
(-24.26;-11.27)=,734,488,493,493,57
(-24.26;1.17)=,57,488,500,496,1404
(-24.26;13.62)=,57,375,462,484,421
(-24.26;26.06)=,57,57,57,57,57
Date/Time,MAIN ZONE:RUN PERIOD 1:CENTROID ILLUMINANCE MAP at 2.14m Illuminance [lux] (Hourly), RefPt1=(0.70:3.24:0.30),,
 03/24 07:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,211,211,211,211,211
(-24.26;-11.27)=,2510,1793,1796,1800,211
(-24.26;1.17)=,211,1789,1814,1807,6174
(-24.26;13.62)=,211,1449,1717,1781,1406
(-24.26;26.06)=,211,211,211,211,211
 03/24 08:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,666,666,666,666,666
(-24.26;-11.27)=,7227,5576,5573,5576,666
(-24.26;1.17)=,666,5560,5622,5604,18679
(-24.26;13.62)=,666,4645,5375,5552,4338
(-24.26;26.06)=,666,666,666,666,666
 03/24 09:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,1417,1417,1417,1417,1417
(-24.26;-11.27)=,14395,11678,11671,11643,1417
(-24.26;1.17)=,1417,11649,11780,11737,34625
(-24.26;13.62)=,1417,9941,11307,11647,9707
(-24.26;26.06)=,1417,1417,1417,1417,1417
 03/24 10:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,2139,2139,2139,2139,2139
(-24.26;-11.27)=,20764,17427,17414,17317,2139
(-24.26;1.17)=,2139,17390,17574,17489,46304
(-24.26;13.62)=,2139,15187,16967,17388,15709
(-24.26;26.06)=,2139,2139,2139,2139,2139
 03/24 11:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,2321,2321,2321,2321,2321
(-24.26;-11.27)=,24100,19133,19100,19021,2321
(-24.26;1.17)=,2321,19110,19292,19219,50683
(-24.26;13.62)=,2321,16685,18649,19093,18610
(-24.26;26.06)=,2321,2321,2321,2321,2321
 03/24 12:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,2111,2111,2111,2111,2111
(-24.26;-11.27)=,23062,17592,17561,17509,2111
(-24.26;1.17)=,2111,17575,17734,17669,49203
(-24.26;13.62)=,2111,15231,17135,17548,18252
(-24.26;26.06)=,2111,2111,2111,2111,2111
 03/24 13:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,1674,1674,1674,1674,1674
(-24.26;-11.27)=,19236,14117,14103,14082,1674
(-24.26;1.17)=,1674,14102,14227,14181,43188
(-24.26;13.62)=,1674,12041,13716,14072,14735
(-24.26;26.06)=,1674,1674,1674,1674,1674
 03/24 14:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,1520,1520,1520,1520,1520
(-24.26;-11.27)=,17880,12892,12892,12877,1520
(-24.26;1.17)=,1520,12880,12993,12956,40142
(-24.26;13.62)=,1520,10900,12506,12847,13262
(-24.26;26.06)=,1520,1520,1520,1520,1520
 03/24 15:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,1284,1284,1284,1284,1284
(-24.26;-11.27)=,15475,10947,10957,10950,1284
(-24.26;1.17)=,1284,10937,11036,11007,34946
(-24.26;13.62)=,1284,9146,10592,10903,10497
(-24.26;26.06)=,1284,1284,1284,1284,1284
 03/24 16:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,947,947,947,947,947
(-24.26;-11.27)=,11684,8111,8124,8124,947
(-24.26;1.17)=,947,8102,8179,8158,27073
(-24.26;13.62)=,947,6683,7824,8072,7168
(-24.26;26.06)=,947,947,947,947,947
 03/24 17:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,571,571,571,571,571
(-24.26;-11.27)=,7150,4903,4911,4915,571
(-24.26;1.17)=,571,4896,4944,4932,17330
(-24.26;13.62)=,571,4000,4719,4877,4040
(-24.26;26.06)=,571,571,571,571,571
 03/24 18:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,225,225,225,225,225
(-24.26;-11.27)=,2828,1933,1934,1938,225
(-24.26;1.17)=,225,1929,1948,1943,7267
(-24.26;13.62)=,225,1577,1860,1922,1510
(-24.26;26.06)=,225,225,225,225,225
 03/24 19:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,22,22,22,22,22
(-24.26;-11.27)=,276,189,189,189,22
(-24.26;1.17)=,22,189,190,190,729
(-24.26;13.62)=,22,155,182,188,145
(-24.26;26.06)=,22,22,22,22,22
Date/Time,MAIN ZONE:RUN PERIOD 1:CENTROID ILLUMINANCE MAP at 2.14m Illuminance [lux] (Hourly), RefPt1=(0.70:3.24:0.30),,
 03/25 07:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,223,223,223,223,223
(-24.26;-11.27)=,2146,1776,1770,1813,223
(-24.26;1.17)=,223,1771,1796,1819,5342
(-24.26;13.62)=,223,1478,1731,1734,1393
(-24.26;26.06)=,223,223,223,223,223
 03/25 08:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,1087,1087,1087,1087,1087
(-24.26;-11.27)=,8532,7919,7891,8029,1087
(-24.26;1.17)=,1087,7905,8035,8403,17251
(-24.26;13.62)=,1087,6952,7846,7877,7304
(-24.26;26.06)=,1087,1087,1087,1087,1087
 03/25 09:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,2671,2671,2671,2671,2671
(-24.26;-11.27)=,16460,19394,19456,18980,2671
(-24.26;1.17)=,2671,19322,19648,19788,33287
(-24.26;13.62)=,2671,17743,19044,19698,19636
(-24.26;26.06)=,2671,2671,2671,2671,2671
 03/25 10:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,4367,4367,4367,4367,4367
(-24.26;-11.27)=,23021,31975,32012,31202,4367
(-24.26;1.17)=,4367,31820,32264,31941,41071
(-24.26;13.62)=,4367,30269,31582,31867,33173
(-24.26;26.06)=,4367,4367,4367,4367,4367
 03/25 11:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,5106,5106,5106,5106,5106
(-24.26;-11.27)=,34535,38928,38873,38173,5106
(-24.26;1.17)=,5106,38811,39177,39118,48872
(-24.26;13.62)=,5106,37039,38447,38779,40695
(-24.26;26.06)=,5106,5106,5106,5106,5106
 03/25 12:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,4609,4609,4609,4609,4609
(-24.26;-11.27)=,38623,36652,36556,36162,4609
(-24.26;1.17)=,4609,36606,36888,36789,54176
(-24.26;13.62)=,4609,34334,36120,36553,43268
(-24.26;26.06)=,4609,4609,4609,4609,4609
 03/25 13:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,3380,3380,3380,3380,3380
(-24.26;-11.27)=,34632,27886,27851,27697,3380
(-24.26;1.17)=,3380,27884,28103,28015,58831
(-24.26;13.62)=,3380,24901,27311,27834,35549
(-24.26;26.06)=,3380,3380,3380,3380,3380
 03/25 14:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,3023,3023,3023,3023,3023
(-24.26;-11.27)=,32735,25264,25277,25163,3023
(-24.26;1.17)=,3023,25269,25466,25398,56740
(-24.26;13.62)=,3023,22155,24665,25199,31109
(-24.26;26.06)=,3023,3023,3023,3023,3023
 03/25 15:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,2539,2539,2539,2539,2539
(-24.26;-11.27)=,28858,21438,21486,21409,2539
(-24.26;1.17)=,2539,21445,21622,21569,50391
(-24.26;13.62)=,2539,18396,20840,21359,23365
(-24.26;26.06)=,2539,2539,2539,2539,2539
 03/25 16:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,1822,1822,1822,1822,1822
(-24.26;-11.27)=,21810,15509,15564,15529,1822
(-24.26;1.17)=,1822,15497,15656,15617,40727
(-24.26;13.62)=,1822,12955,14980,15429,15330
(-24.26;26.06)=,1822,1822,1822,1822,1822
 03/25 17:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,973,973,973,973,973
(-24.26;-11.27)=,12123,8324,8359,8353,973
(-24.26;1.17)=,973,8326,8411,8392,25865
(-24.26;13.62)=,973,6747,7996,8280,7422
(-24.26;26.06)=,973,973,973,973,973
 03/25 18:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,332,332,332,332,332
(-24.26;-11.27)=,4187,2856,2861,2864,332
(-24.26;1.17)=,332,2851,2880,2873,10214
(-24.26;13.62)=,332,2311,2742,2838,2294
(-24.26;26.06)=,332,332,332,332,332
 03/25 19:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,28,28,28,28,28
(-24.26;-11.27)=,358,244,244,245,28
(-24.26;1.17)=,28,244,246,245,926
(-24.26;13.62)=,28,199,235,243,189
(-24.26;26.06)=,28,28,28,28,28
Date/Time,MAIN ZONE:RUN PERIOD 1:CENTROID ILLUMINANCE MAP at 2.14m Illuminance [lux] (Hourly), RefPt1=(0.70:3.24:0.30),,
 03/26 07:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,117,117,117,117,117
(-24.26;-11.27)=,1449,1005,1004,1007,117
(-24.26;1.17)=,117,1002,1012,1009,3871
(-24.26;13.62)=,117,824,968,999,766
(-24.26;26.06)=,117,117,117,117,117
 03/26 08:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,366,366,366,366,366
(-24.26;-11.27)=,4355,3116,3115,3120,366
(-24.26;1.17)=,366,3108,3140,3130,11588
(-24.26;13.62)=,366,2575,3006,3102,2388
(-24.26;26.06)=,366,366,366,366,366
 03/26 09:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,754,754,754,754,754
(-24.26;-11.27)=,8682,6371,6367,6370,754
(-24.26;1.17)=,754,6356,6420,6399,22369
(-24.26;13.62)=,754,5317,6156,6345,5036
(-24.26;26.06)=,754,754,754,754,754
 03/26 10:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,1225,1225,1225,1225,1225
(-24.26;-11.27)=,13721,10272,10262,10252,1225
(-24.26;1.17)=,1225,10252,10353,10318,33456
(-24.26;13.62)=,1225,8696,9955,10237,8614
(-24.26;26.06)=,1225,1225,1225,1225,1225
 03/26 11:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,2027,2027,2027,2027,2027
(-24.26;-11.27)=,21717,16820,16793,16740,2027
(-24.26;1.17)=,2027,16798,16957,16894,47605
(-24.26;13.62)=,2027,14550,16372,16779,15936
(-24.26;26.06)=,2027,2027,2027,2027,2027
 03/26 12:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,2793,2793,2793,2793,2793
(-24.26;-11.27)=,29177,23063,23017,22914,2793
(-24.26;1.17)=,2793,23048,23251,23166,56858
(-24.26;13.62)=,2793,20296,22530,23019,25654
(-24.26;26.06)=,2793,2793,2793,2793,2793
 03/26 13:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,3258,3258,3258,3258,3258
(-24.26;-11.27)=,34226,26962,26927,26791,3258
(-24.26;1.17)=,3258,26963,27185,27096,60326
(-24.26;13.62)=,3258,23809,26367,26916,34803
(-24.26;26.06)=,3258,3258,3258,3258,3258
 03/26 14:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,3059,3059,3059,3059,3059
(-24.26;-11.27)=,33343,25542,25556,25436,3059
(-24.26;1.17)=,3059,25553,25757,25689,57517
(-24.26;13.62)=,3059,22285,24921,25485,32610
(-24.26;26.06)=,3059,3059,3059,3059,3059
